League Name,League Level,League Season,Matchday,Match Date,Match Time,Host Team ID,Host Team Name,Host Team Hometown,Host Team URL,Guest Team ID,Guest Team Name,Guest Team Hometown,Guest Team URL,Goals Host,Goals Guest
Superliga Srbije,1,2016-2017,26,12.03.2017,15:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,1
Superliga Srbije,1,2016-2017,26,12.03.2017,15:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,2,2
Superliga Srbije,1,2016-2017,26,12.03.2017,15:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,4,0
Superliga Srbije,1,2016-2017,26,12.03.2017,13:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,2
Superliga Srbije,1,2016-2017,26,13.03.2017,16:30,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,3
Superliga Srbije,1,2016-2017,26,12.03.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,3,0
Superliga Srbije,1,2016-2017,26,12.03.2017,15:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,3
Superliga Srbije,1,2016-2017,26,12.03.2017,15:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,2,0
Superliga Srbije,1,2016-2017,26,18.03.2017,17:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,0,1
Superliga Srbije,1,2016-2017,26,18.03.2017,14:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,0
Superliga Srbije,1,2016-2017,26,19.03.2017,15:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,3,4
Superliga Srbije,1,2016-2017,26,18.03.2017,17:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,0
Superliga Srbije,1,2016-2017,26,19.03.2017,17:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,0,1
Superliga Srbije,1,2016-2017,26,18.03.2017,17:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,4,0
Superliga Srbije,1,2016-2017,26,18.03.2017,14:00,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2016-2017,26,17.03.2017,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,1,0
Superliga Srbije,1,2016-2017,27,18.03.2017,17:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,0,1
Superliga Srbije,1,2016-2017,27,18.03.2017,14:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,0
Superliga Srbije,1,2016-2017,27,19.03.2017,15:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,3,4
Superliga Srbije,1,2016-2017,27,18.03.2017,17:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,0
Superliga Srbije,1,2016-2017,27,19.03.2017,17:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,0,1
Superliga Srbije,1,2016-2017,27,18.03.2017,17:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,4,0
Superliga Srbije,1,2016-2017,27,18.03.2017,14:00,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,2
Superliga Srbije,1,2016-2017,27,17.03.2017,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,1,0
Superliga Srbije,1,2016-2017,27,01.04.2017,18:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,3,0
Superliga Srbije,1,2016-2017,27,01.04.2017,17:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,1,0
Superliga Srbije,1,2016-2017,27,01.04.2017,18:30,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,2
Superliga Srbije,1,2016-2017,27,01.04.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,4,1
Superliga Srbije,1,2016-2017,27,01.04.2017,18:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2016-2017,27,31.03.2017,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,3
Superliga Srbije,1,2016-2017,27,01.04.2017,16:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,2,1
Superliga Srbije,1,2016-2017,27,01.04.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,0,1
Superliga Srbije,1,2016-2017,28,01.04.2017,18:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,3,0
Superliga Srbije,1,2016-2017,28,01.04.2017,17:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,1,0
Superliga Srbije,1,2016-2017,28,01.04.2017,18:30,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,2
Superliga Srbije,1,2016-2017,28,01.04.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,4,1
Superliga Srbije,1,2016-2017,28,01.04.2017,18:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2016-2017,28,31.03.2017,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,3
Superliga Srbije,1,2016-2017,28,01.04.2017,16:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,2,1
Superliga Srbije,1,2016-2017,28,01.04.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,0,1
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,0,1
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,4
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,1
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,1
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,1
Superliga Srbije,1,2016-2017,28,08.04.2017,17:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,1
Superliga Srbije,1,2016-2017,28,09.04.2017,17:00,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,0
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,0,1
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,4
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,0
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,1
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,1
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,1
Superliga Srbije,1,2016-2017,29,08.04.2017,17:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,1
Superliga Srbije,1,2016-2017,29,09.04.2017,17:00,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,0
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,2,0
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,3
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,0
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,0,1
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,3
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,4,1
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,2
Superliga Srbije,1,2016-2017,29,13.04.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,0
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,6,OFK Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-ofk-backa-backa-palanka/results,2,0
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,3
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,0
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,0,1
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,3
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,4,1
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,2
Superliga Srbije,1,2016-2017,30,13.04.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,0
Superliga Srbije,1,2015-2016,1,17.07.2015,20:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,4,0
Superliga Srbije,1,2015-2016,1,18.07.2015,19:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,0,3
Superliga Srbije,1,2015-2016,1,18.07.2015,19:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,0,1
Superliga Srbije,1,2015-2016,1,18.07.2015,17:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,0,0
Superliga Srbije,1,2015-2016,1,19.07.2015,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,4
Superliga Srbije,1,2015-2016,1,18.07.2015,17:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,2
Superliga Srbije,1,2015-2016,1,17.07.2015,20:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,2,1
Superliga Srbije,1,2015-2016,1,19.07.2015,17:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,2,6
Superliga Srbije,1,2015-2016,1,26.07.2015,19:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,0
Superliga Srbije,1,2015-2016,1,24.07.2015,20:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,0
Superliga Srbije,1,2015-2016,1,25.07.2015,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,0,2
Superliga Srbije,1,2015-2016,1,26.07.2015,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,1
Superliga Srbije,1,2015-2016,1,26.07.2015,18:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,2
Superliga Srbije,1,2015-2016,1,25.07.2015,18:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,2,0
Superliga Srbije,1,2015-2016,1,25.07.2015,18:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,1
Superliga Srbije,1,2015-2016,1,25.07.2015,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,6,0
Superliga Srbije,1,2015-2016,2,26.07.2015,19:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,0
Superliga Srbije,1,2015-2016,2,24.07.2015,20:00,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,0
Superliga Srbije,1,2015-2016,2,25.07.2015,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,0,2
Superliga Srbije,1,2015-2016,2,26.07.2015,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,1
Superliga Srbije,1,2015-2016,2,26.07.2015,18:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,2
Superliga Srbije,1,2015-2016,2,25.07.2015,18:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,2,0
Superliga Srbije,1,2015-2016,2,25.07.2015,18:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,1,1
Superliga Srbije,1,2015-2016,2,25.07.2015,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,6,0
Superliga Srbije,1,2015-2016,2,02.08.2015,19:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,1
Superliga Srbije,1,2015-2016,2,01.08.2015,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,3,2
Superliga Srbije,1,2015-2016,2,01.08.2015,18:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,2,0
Superliga Srbije,1,2015-2016,2,02.08.2015,20:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,2,0
Superliga Srbije,1,2015-2016,2,01.08.2015,18:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,4,1
Superliga Srbije,1,2015-2016,2,01.08.2015,20:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,0
Superliga Srbije,1,2015-2016,2,01.08.2015,18:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,2,1
Superliga Srbije,1,2015-2016,2,31.07.2015,20:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,1
Superliga Srbije,1,2015-2016,3,02.08.2015,19:00,23,Jagodina,Jagodina,https://www.srbijasport.net/club/318-jagodina-jagodina/results,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,0,1
Superliga Srbije,1,2015-2016,3,01.08.2015,17:00,22,Novi Pazar,Novi Pazar,https://www.srbijasport.net/club/80-novi-pazar-novi-pazar/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,3,2
Superliga Srbije,1,2015-2016,3,01.08.2015,18:00,24,Spartak,Subotica,https://www.srbijasport.net/club/72-spartak-subotica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,2,0
Superliga Srbije,1,2015-2016,3,02.08.2015,20:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,2,0
Superliga Srbije,1,2015-2016,3,01.08.2015,18:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,4,1
Superliga Srbije,1,2015-2016,3,01.08.2015,20:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,1,0
Superliga Srbije,1,2015-2016,3,01.08.2015,18:00,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,2,1
Superliga Srbije,1,2015-2016,3,31.07.2015,20:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,1,1
Superliga Srbije,1,2015-2016,3,08.08.2015,19:00,21,Metalac,Gornji Milanovac,https://www.srbijasport.net/club/3-metalac-gornji-milanovac/results,3,Radnički (N),Niš,https://www.srbijasport.net/club/84-radnicki-n-nis/results,0,2
Superliga Srbije,1,2015-2016,3,09.08.2015,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,2,3
Superliga Srbije,1,2015-2016,3,08.08.2015,19:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,25,OFK Beograd,Beograd,https://www.srbijasport.net/club/40-ofk-beograd-beograd/results,1,0
Superliga Srbije,1,2015-2016,3,08.08.2015,17:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,0
