League Name,League Level,League Season,Matchday,Match Date,Match Time,Host Team ID,Host Team Name,Host Team Hometown,Host Team URL,Guest Team ID,Guest Team Name,Guest Team Hometown,Guest Team URL,Goals Host,Goals Guest
Superliga Srbije,1,2017-2018,3,09.08.2017,18:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,1,4
Superliga Srbije,1,2017-2018,3,09.08.2017,20:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,2
Superliga Srbije,1,2017-2018,3,09.08.2017,20:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,3
Superliga Srbije,1,2017-2018,3,10.08.2017,20:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,1
Superliga Srbije,1,2017-2018,4,09.08.2017,18:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,1,2
Superliga Srbije,1,2017-2018,4,09.08.2017,20:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,2,0
Superliga Srbije,1,2017-2018,4,09.08.2017,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,0
Superliga Srbije,1,2017-2018,4,10.08.2017,20:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,5
Superliga Srbije,1,2017-2018,4,09.08.2017,18:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,1,4
Superliga Srbije,1,2017-2018,4,09.08.2017,20:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,2
Superliga Srbije,1,2017-2018,4,09.08.2017,20:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,3
Superliga Srbije,1,2017-2018,4,10.08.2017,20:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,1
Superliga Srbije,1,2017-2018,4,14.08.2017,20:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,3,2
Superliga Srbije,1,2017-2018,4,14.08.2017,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2017-2018,4,13.08.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,1
Superliga Srbije,1,2017-2018,4,13.08.2017,20:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,3,1
Superliga Srbije,1,2017-2018,4,13.08.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,3,1
Superliga Srbije,1,2017-2018,4,14.08.2017,20:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,0,0
Superliga Srbije,1,2017-2018,4,13.08.2017,17:30,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,0
Superliga Srbije,1,2017-2018,4,13.08.2017,20:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,2,0
Superliga Srbije,1,2017-2018,5,14.08.2017,20:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,3,2
Superliga Srbije,1,2017-2018,5,14.08.2017,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2017-2018,5,13.08.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,1
Superliga Srbije,1,2017-2018,5,13.08.2017,20:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,3,1
Superliga Srbije,1,2017-2018,5,13.08.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,3,1
Superliga Srbije,1,2017-2018,5,14.08.2017,20:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,0,0
Superliga Srbije,1,2017-2018,5,13.08.2017,17:30,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,0
Superliga Srbije,1,2017-2018,5,13.08.2017,20:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,2,0
Superliga Srbije,1,2017-2018,5,19.08.2017,17:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,2
Superliga Srbije,1,2017-2018,5,19.08.2017,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,0,0
Superliga Srbije,1,2017-2018,5,20.08.2017,20:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,1
Superliga Srbije,1,2017-2018,5,19.08.2017,17:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,0
Superliga Srbije,1,2017-2018,5,20.09.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,5,20.09.2017,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,1,1
Superliga Srbije,1,2017-2018,5,19.08.2017,20:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,1
Superliga Srbije,1,2017-2018,5,19.08.2017,19:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,0
Superliga Srbije,1,2017-2018,6,19.08.2017,17:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,1,2
Superliga Srbije,1,2017-2018,6,19.08.2017,20:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,0,0
Superliga Srbije,1,2017-2018,6,20.08.2017,20:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,1
Superliga Srbije,1,2017-2018,6,19.08.2017,17:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,1,0
Superliga Srbije,1,2017-2018,6,20.09.2017,17:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,6,20.09.2017,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,1,1
Superliga Srbije,1,2017-2018,6,19.08.2017,20:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,0,1
Superliga Srbije,1,2017-2018,6,19.08.2017,19:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,0,0
Superliga Srbije,1,2017-2018,6,26.08.2017,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,0,2
Superliga Srbije,1,2017-2018,6,26.08.2017,20:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,0,5
Superliga Srbije,1,2017-2018,6,26.08.2017,20:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,2,1
Superliga Srbije,1,2017-2018,6,27.08.2017,19:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,0
Superliga Srbije,1,2017-2018,6,26.08.2017,20:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,4,1
Superliga Srbije,1,2017-2018,6,26.08.2017,17:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,1,1
Superliga Srbije,1,2017-2018,6,26.08.2017,20:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,2
Superliga Srbije,1,2017-2018,6,25.08.2017,20:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,1
Superliga Srbije,1,2017-2018,7,26.08.2017,20:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,0,2
Superliga Srbije,1,2017-2018,7,26.08.2017,20:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,0,5
Superliga Srbije,1,2017-2018,7,26.08.2017,20:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,2,1
Superliga Srbije,1,2017-2018,7,27.08.2017,19:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,0,0
Superliga Srbije,1,2017-2018,7,26.08.2017,20:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,4,1
Superliga Srbije,1,2017-2018,7,26.08.2017,17:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,1,1
Superliga Srbije,1,2017-2018,7,26.08.2017,20:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,2,2
Superliga Srbije,1,2017-2018,7,25.08.2017,20:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,1
Superliga Srbije,1,2017-2018,7,08.09.2017,16:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2017-2018,7,09.09.2017,19:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,3,1
Superliga Srbije,1,2017-2018,7,09.09.2017,16:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,1,1
Superliga Srbije,1,2017-2018,7,09.09.2017,19:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,0
Superliga Srbije,1,2017-2018,7,09.09.2017,21:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,0
Superliga Srbije,1,2017-2018,7,09.09.2017,19:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,7,09.09.2017,19:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,2,1
Superliga Srbije,1,2017-2018,7,10.09.2017,19:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,1
Superliga Srbije,1,2017-2018,8,08.09.2017,16:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,0,2
Superliga Srbije,1,2017-2018,8,09.09.2017,19:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,3,1
Superliga Srbije,1,2017-2018,8,09.09.2017,16:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,1,1
Superliga Srbije,1,2017-2018,8,09.09.2017,19:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,0
Superliga Srbije,1,2017-2018,8,09.09.2017,21:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,0
Superliga Srbije,1,2017-2018,8,09.09.2017,19:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,8,09.09.2017,19:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,2,1
Superliga Srbije,1,2017-2018,8,10.09.2017,19:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,1,1
Superliga Srbije,1,2017-2018,8,13.09.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,1,0
Superliga Srbije,1,2017-2018,8,13.09.2017,18:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,2
Superliga Srbije,1,2017-2018,8,25.10.2017,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,0
Superliga Srbije,1,2017-2018,8,13.09.2017,19:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,3,0
Superliga Srbije,1,2017-2018,8,25.10.2017,15:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,3
Superliga Srbije,1,2017-2018,8,13.09.2017,18:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,0
Superliga Srbije,1,2017-2018,8,13.09.2017,19:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,0,0
Superliga Srbije,1,2017-2018,8,13.09.2017,18:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,1,2
Superliga Srbije,1,2017-2018,9,13.09.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,1,0
Superliga Srbije,1,2017-2018,9,13.09.2017,18:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,2
Superliga Srbije,1,2017-2018,9,25.10.2017,18:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,0
Superliga Srbije,1,2017-2018,9,13.09.2017,19:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,3,0
Superliga Srbije,1,2017-2018,9,25.10.2017,15:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,1,3
Superliga Srbije,1,2017-2018,9,13.09.2017,18:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,1,0
Superliga Srbije,1,2017-2018,9,13.09.2017,19:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,0,0
Superliga Srbije,1,2017-2018,9,13.09.2017,18:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,1,2
Superliga Srbije,1,2017-2018,9,17.09.2017,16:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,4,0
Superliga Srbije,1,2017-2018,9,17.09.2017,16:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,3
Superliga Srbije,1,2017-2018,9,17.09.2017,19:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,3,1
Superliga Srbije,1,2017-2018,9,17.09.2017,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,3,1
Superliga Srbije,1,2017-2018,9,17.09.2017,19:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,1
Superliga Srbije,1,2017-2018,9,17.09.2017,17:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,3
Superliga Srbije,1,2017-2018,9,17.09.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,9,16.09.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,3,1
Superliga Srbije,1,2017-2018,10,17.09.2017,16:00,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,4,0
Superliga Srbije,1,2017-2018,10,17.09.2017,16:00,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,2,3
Superliga Srbije,1,2017-2018,10,17.09.2017,19:00,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,3,1
Superliga Srbije,1,2017-2018,10,17.09.2017,19:00,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,3,1
Superliga Srbije,1,2017-2018,10,17.09.2017,19:00,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,0,1
Superliga Srbije,1,2017-2018,10,17.09.2017,17:00,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,3,3
Superliga Srbije,1,2017-2018,10,17.09.2017,17:00,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,0,2
Superliga Srbije,1,2017-2018,10,16.09.2017,19:00,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,3,1
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,3,1
Superliga Srbije,1,2017-2018,10,24.09.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,0
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,3
Superliga Srbije,1,2017-2018,10,24.09.2017,15:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,1
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,20,Radnički,Niš,https://www.srbijasport.net/club/84-radnicki-nis/results,17,Javor Matis,Ivanjica,https://www.srbijasport.net/club/258-javor-matis-ivanjica/results,1,0
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,10,Rad,Beograd,https://www.srbijasport.net/club/49-rad-beograd/results,16,Partizan,Beograd,https://www.srbijasport.net/club/37-partizan-beograd/results,2,4
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,11,Čukarički,Beograd,https://www.srbijasport.net/club/89-cukaricki-beograd/results,18,Borac,Čačak,https://www.srbijasport.net/club/47-borac-cacak/results,2,0
Superliga Srbije,1,2017-2018,10,24.09.2017,19:00,15,Radnik,Surdulica,https://www.srbijasport.net/club/487-radnik-surdulica/results,19,Bačka,Bačka Palanka,https://www.srbijasport.net/club/92-backa-backa-palanka/results,3,1
Superliga Srbije,1,2017-2018,11,24.09.2017,19:00,9,Napredak,Kruševac,https://www.srbijasport.net/club/90-napredak-krusevac/results,8,Mačva,Šabac,https://www.srbijasport.net/club/85-macva-sabac/results,3,1
Superliga Srbije,1,2017-2018,11,24.09.2017,17:00,1,Crvena zvezda,Beograd,https://www.srbijasport.net/club/45-crvena-zvezda-beograd/results,13,Vojvodina,Novi Sad,https://www.srbijasport.net/club/42-vojvodina-novi-sad/results,2,0
Superliga Srbije,1,2017-2018,11,24.09.2017,19:00,14,Mladost,Lučani,https://www.srbijasport.net/club/7-mladost-lucani/results,5,Voždovac,Beograd,https://www.srbijasport.net/club/46-vozdovac-beograd/results,1,3
Superliga Srbije,1,2017-2018,11,24.09.2017,15:00,12,Zemun,Zemun,https://www.srbijasport.net/club/41-zemun-zemun/results,7,Spartak ŽK,Subotica,https://www.srbijasport.net/club/72-spartak-zk-subotica/results,1,1
